"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6","maxValAge","minValAge"
"410","M35003_4.R_hlemann.1999","T2L_M35003_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",-61.2437,12.0897,"CAR","isotope","isotope",11850,250,250,"annual","T","Temp12k","positive",28.694,28.14,4120,10260
"411","M35003_4.R_hlemann.1999","WEB4565226e",-61.2437,12.0897,"CAR","other microfossil","other microfossil",11891,288,288,"annual","T","Temp12k","positive",26.069,26.3,4901,8800
"412","M39008_3.Eynaud.2009","T2L_M39008_3_uk37_SST_from_uk37",-7.0717,36.38,"MED","alkenone","alkenone",9910,40,40,"annual","T","Temp12k","positive",NA,19.911,10450,10060
"413","M39008_3.Eynaud.2009","T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides",-7.0717,36.38,"MED","isotope","isotope",11034,38,38,"annual","T","Temp12k","positive",19.63,19.883,9223,11909
"414","M40-4-SL78.Emeis.2003","GBG100dogCow",13.19,37.036,"MED","alkenone","alkenone",11360,40,40,"annual","T","Temp12k","positive",17.23,18.9,7520,20
"415","M75_3_137_3.Wang.2013","RULOqqCg75A",37.8685,-18.2412,"ESAF","alkenone","alkenone",11704,199,212,"summerOnly","T","Temp12k","positive",27.58,27.6,3694.33333333333,10601
"416","M75_3_137_3.Wang.2013","R1p4PfiUdp8",37.8685,-18.2412,"ESAF","Mg/Ca","Mg/Ca",11536,211,211,"winterOnly","T","Temp12k","positive",24.833,24.583,6266,7136
"417","M77_2_003_2.Salvatteci.2019","T2L_M77_2_003_2_uk37_SST_from_uk37",-75.688,-15.1035,"SWS","alkenone","alkenone",11205.5,64.5,64.5,"annual","T","Temp12k","positive",19.947,19.527,10547.85,7105.35
"418","M77_2_024_5.Salvatteci.2019","T2L_M77_2_024_5_uk37_SST_from_uk37",-78.0152,-11.0835,"NWS","alkenone","alkenone",10682.316,72.4900000000002,72.4900000000002,"annual","T","Temp12k","positive",22.06,21.867,10868.62,2970.414
"419","M77_2_029_3.Salvatteci.2019","T2L_M77_2_029_3_uk37_SST_from_uk37",-79.6185,-9.295,"NWS","alkenone","alkenone",11151.042,469.5,469.5,"annual","T","Temp12k","positive",21.071,22.265,9251.858,11871.51
"420","M77_2_056_5.Neurnberg.2015","RwsnEN3SLKp_SST_from_planktic0x2Ed18O",-81.1247,-3.7498,"NWS","isotope","isotope",7780,110,110,"annual","T","Temp12k","positive",NA,24.611,6420,11950
"421","M77_2_056_5.Neurnberg.2015","RsGueF5Ezuc_SST_from_planktic0x2EMgCa",-81.1247,-3.7498,"NWS","Mg/Ca","Mg/Ca",8870,110,110,"annual","T","Temp12k","positive",NA,22.313,7130,4800
"422","M77_2_059_1.N_rnberg.2015","RIgJVtRWivz",-81.3205,-3.9502,"NWS","Mg/Ca","Mg/Ca",7702,173,173,"winterOnly","T","Temp12k","positive",NA,20.15,10592,5051
"423","M77_2_059_1.N_rnberg.2015","RbIuRfn9Vxz_SST_from_Uk37",-81.3205,-3.9502,"NWS","alkenone","alkenone",11911,87,87,"annual","T","Temp12k","positive",21.347,21.951,63,8098
"424","Mackenzie.Woltering.2014","WEB3ca1b65e",153.0533,-25.4475,"EAU","other biomarker","other biomarker",11946,619,608,"annual","T","Temp12k","positive",19.54,21.25,5761,43
"425","Malawi.Johnson.2016","WEB91c558e3",34.4372,-11.2939,"ESAF","other biomarker","other biomarker",11616.413,236.9575,236.958,"annual","T","Temp12k","positive",23.879,24.19,732.507,4330.197
"426","MaleshevskaBog.Tonkov.1992","RToKsaJznWU",23.03,41.7,"MED","pollen","pollen",7701.18,57.6900000000001,57.6900000000001,"annual","T","Temp12k","positive",8.89,8.496,2876.77,7708.44
"427","Mansell.Shuman.2016","WEBa58bb1ff",-68.73,45.04,"ENA","pollen","pollen",10329.2223,76.8616000000002,76.8616000000002,"annual","T","Temp12k","positive",-0.119,0.532,6278.4473,10330.19
"428","MaraisdeKeswick.Larouche.1986","M2Lzxvu2c01P",-79.51,44.2,"ENA","pollen","pollen",4281,71,118,"annual","T","Temp12k","positive",4.242,NA,47,283
"429","MD01_2378.Xu.2008","T2L_MD01_2378_mgca_ruber_SST_from_mgca_ruber",121.788,-13.0825,"NAU","Mg/Ca","Mg/Ca",11120,100,100,"annual","T","Temp12k","positive",31.109,31.405,9840,1940
"430","MD01_2378.Xu.2008","T2L_MD01_2378_d18o_ruber_SST_from_d18o_ruber",121.788,-13.0825,"NAU","isotope","isotope",11220,100,100,"annual","T","Temp12k","positive",28.986,29.659,4050,10340
"431","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",113.409,6.6353,"SEA","Mg/Ca","Mg/Ca",2391,149.5,149.5,"annual","T","Temp12k","positive",NA,NA,3131.5,1199
"432","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_lato_SST_from_mgca_ruber_lato",113.409,6.6353,"SEA","Mg/Ca","Mg/Ca",10573,313,313.75,"annual","T","Temp12k","positive",NA,28.115,6142,9972
"433","MD01_2390.Steinke.2008","T2L_MD01_2390_d18o_ruber_SST_from_d18o_ruber",113.409,6.6353,"SEA","isotope","isotope",10890,320,319.5,"annual","T","Temp12k","positive",NA,29.683,4070,11600
"434","MD01_2412.Harada.2006","T2L_MD01_2412_uk37_SST_from_uk37",145.004,44.5275,"EAS","alkenone","alkenone",11800,80,80,"annual","T","Temp12k","positive",11.901,11.594,1880,0
"435","MD01_2421.Isono.2009","T2L_MD01_2421_uk37_SST_from_uk37",141.783,36.033,"EAS","alkenone","alkenone",11660,56,56,"annual","T","Temp12k","positive",17.74,19.102,7533,11845
"436","MD01_2421.Isono.2009","T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides",141.783,36.033,"EAS","isotope","isotope",11727.2,223.5535,223.777,"annual","T","Temp12k","positive",16.519,17.331,7987.417,11511
"437","MD01-2416.Sarnthien.2004","LPD5c8693b4",167.725,51.268,"NPO","other microfossil","other microfossil",6193,101,101,"summerOnly","T","Temp12k","positive",NA,7.27,11234,8202
"438","MD01-2444.Martrat.2007","GH8784f3d0",-10.134,37.565,"NAO","alkenone","alkenone",11850,170,170,"annual","T","Temp12k","positive",17.348,18.022,7960,170
"439","MD01-2446.Salguero.2014","LPD801dea7f",-12.624,39.0558,"NAO","other microfossil","other microfossil",9510,200,200,"summerOnly","T","Temp12k","positive",NA,21.8,4220,11400
"440","MD02_2503.Hill.2006","T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides",-120.0365,34.3862,"WNA","isotope","isotope",11857.744,138.041,138.041,"annual","T","Temp12k","positive",15.744,15.02,4600.225,11999.236
"441","MD02_2515.McClymont.2012","T2L_MD02_2515_uk37_SST_from_uk37",-112.0743,27.4835,"NCA","alkenone","alkenone",5165.706,30.192,30.192,"annual","T","Temp12k","positive",NA,NA,8081.387,10663.15
"442","MD02_2515.McClymont.2012","T2L_MD02_2515_tex86_SST_from_tex86",-112.0743,27.4835,"NCA","other biomarker","other biomarker",5165.706,46.8500000000004,46.8500000000004,"annual","T","Temp12k","positive",NA,NA,7423.204,8953.43
"443","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_mgca_ruber_SST_from_mgca_ruber",-87.1188,29.0017,"ENA","Mg/Ca","Mg/Ca",10586,306.5,306,"annual","T","Temp12k","positive",NA,25.587,8789,2144
"444","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_d18o_ruber_SST_from_d18o_ruber",-87.1188,29.0017,"ENA","isotope","isotope",10586,306.5,306,"annual","T","Temp12k","positive",NA,23.876,3983,10806
"445","MD02_2594.Dyez.2014","T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber",17.338,-34.71,"WSAF","Mg/Ca","Mg/Ca",11556,429,431.5,"summerOnly","T","Temp12k","positive",20.198,17.636,528,6388
"446","MD02_2594.Dyez.2014","T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber",17.338,-34.71,"WSAF","isotope","isotope",11556,429,431.5,"annual","T","Temp12k","positive",21.066,20.938,11508,1964
"447","MD03_2607-Assemblage.LopesdosSantos.2013","RbLKw0ooED9",137.4065,-36.9607,"SAU","other microfossil","other microfossil",10700,400,600,"annual","T","Temp12k","positive",NA,18.3,5100,11800
"448","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_uk37_SST_from_uk37",137.4065,-36.9607,"SAU","alkenone","alkenone",10700,400,350,"annual","T","Temp12k","positive",NA,18.349,4500,11800
"449","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_tex86_SST_from_tex86",137.4065,-36.9607,"SAU","other biomarker","other biomarker",10700,400,350,"annual","T","Temp12k","positive",NA,16.734,1300,1600
"450","MD03_2611.Calvo.2007","T2L_MD03_2611_uk37_SST_from_uk37",136.55,-36.73,"SAU","alkenone","alkenone",11262,324.5,321,"annual","T","Temp12k","positive",17.156,18.879,7465,684
"451","MD03_2611.Calvo.2007","T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides",136.55,-36.73,"SAU","isotope","isotope",11262,321,320.5,"annual","T","Temp12k","positive",16.802,16.366,5825,9023
"452","MD03_2699.Rodrigues.2010","T2L_MD03_2699_uk37_SST_from_uk37",-10.6605,39.0367,"NAO","alkenone","alkenone",11036,172,172,"annual","T","Temp12k","positive",16.269,16.332,11216,5927
"453","MD03_2707.Weldeab.2007","T2L_MD03_2707_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.3947,2.5019,"CAF","Mg/Ca","Mg/Ca",11600,40,40,"annual","T","Temp12k","positive",27.437,29.589,8870,790
"454","MD03_2707.Weldeab.2007","T2L_MD03_2707_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.3947,2.5019,"CAF","isotope","isotope",11600,40,40,"annual","T","Temp12k","positive",27.607,30.476,7530,11710
"455","MD03-2601.Kim.2012","PYTQF21HJNC",138.5572,-66.0512,"EAN","other biomarker","other biomarker",8357,184,174,"annual","T","Temp12k","positive",NA,3.265,6055,2661
"456","MD032601.Crosta.2007","GH0a861633",138.6,-66,"EAN","other microfossil","other microfossil",9843,20,20,"summerOnly","T","Temp12k","positive",13.9,16.408,6284,10046
"457","MD06_3067.Bolliet.2011","R89VJHY12Yf_SST_from_planktic0x2EMgCa",126.4977,6.5143,"SEA","Mg/Ca","Mg/Ca",7820,120,120,"annual","T","Temp12k","positive",NA,32.711,10310,4140
"458","MD06_3075.Fraser.2014","T2L_MD06_3075_uk37_SST_from_uk37",125.832,6.4762,"SEA","alkenone","alkenone",11790,160,160,"annual","T","Temp12k","positive",30.14,29.745,3130,11850
"459","MD06_3075.Fraser.2014","T2L_MD06_3075_d18o_ruber_SST_from_d18o_ruber",125.832,6.4762,"SEA","isotope","isotope",11920,60,60,"annual","T","Temp12k","positive",29.852,28.528,1140,11920
"460","MD07_3076Q.Gottschalk.2015","T2L_MD07_3076Q_d18o_bulloides_SST_from_d18o_bulloides",-14.2283,-44.1532,"SOO","isotope","isotope",10639,308,316.5,"annual","T","Temp12k","positive",NA,7.537,10286,2240
"461","MD07-3088.Montade.2019","RGsuv8QafL5",-75.6833,-46.0667,"SWS","pollen","pollen",11833,189,189.5,"winterOnly","T","Temp12k","positive",5.531,5.164,10707,6514
"462","MD07-3104.Montade.2019","R8CuAZC0LEY",-72.7781,-41.7111,"SWS","pollen","pollen",11675,163,162,"winterOnly","T","Temp12k","positive",7.486,8.776,10930,7110
"463","MD07-3124.Caniupan.2014","WEBc2989cec",-74.97,-50.52,"SSA","alkenone","alkenone",10694,75,75,"summerOnly","T","Temp12k","positive",10.816,11.883,5373,48
"464","MD79_257.Bard.1997","T2L_MD79_257_uk37_SST_from_uk37",36.33,-20.4,"ESAF","alkenone","alkenone",10800,200,200,"annual","T","Temp12k","positive",NA,29.534,7100,12000
"465","MD79-257.Levi.2007","GH06e59526",36.3,-20.4,"ESAF","other microfossil","other microfossil",10279.281,249.596,287.054,"annual","T","Temp12k","positive",NA,27.338,11296.913,1865.299
"466","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_pachyderma_SST_from_d18o_pachyderma",51.3183,-43.8217,"SOO","isotope","isotope",9790,330,330,"annual","T","Temp12k","positive",NA,8.297,9850,7780
"467","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_bulloides_SST_from_d18o_bulloides",51.3183,-43.8217,"SOO","isotope","isotope",9150,330,330,"annual","T","Temp12k","positive",NA,5.723,9550,2930
"468","MD84_527.Sarnthein.1988","Ri4npkyUs4u",51.3183,-43.8217,"SOO","other microfossil","other microfossil",10500,360,360,"summerOnly","T","Temp12k","positive",6.8,6.5,2000,11500
"469","MD94_103BAY.Sicre.2005","T2L_MD94_103_uk37_SST_from_uk37",86.5167,-45.5833,"SOO","alkenone","alkenone",9433.475,159.692,125.134,"annual","T","Temp12k","positive",NA,9.027,8727.65,2767.3
"470","MD95_2002.Eynaud.2012","RikalEe9ykS",-8.5338,47.452,"WCE","other microfossil","other microfossil",10331,88,88,"annual","T","Temp12k","positive",NA,15.655,6554.5,11434
"471","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_SST_from_d18o_pachyderma",7.6393,66.9697,"NEU","isotope","isotope",11496.35,15.3810000000003,15.3810000000003,"annual","T","Temp12k","positive",10.077,9.768,1933.2,8002.475
"472","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",7.6393,66.9697,"NEU","isotope","isotope",11478.718,15.79,15.79,"annual","T","Temp12k","positive",11.259,10.593,2452.5,2688.571
"473","MD95_2011Assemblage.Risebrobakken.2003","R4z8Co5Aghx",7.6393,66.9697,"NEU","other microfossil","other microfossil",10588,81,81,"summerOnly","T","Temp12k","positive",12.367,11.908,4624.5,10641
"474","MD95_2011Assemblage.Risebrobakken.2003","RRd6osZyB8H",7.6393,66.9697,"NEU","alkenone","alkenone",7980,60,70,"annual","T","Temp12k","positive",11.156,12.438,8295,2310
"475","MD95_2011Assemblage.Risebrobakken.2003","RRGNAojoZVh",7.6393,66.9697,"NEU","other microfossil","other microfossil",11370,13,13,"summerOnly","T","Temp12k","positive",12.046,10.813,780,11906
"476","MD95_2015.Marchal.2002","T2L_MD95_2015_uk37_SST_from_uk37",-25.959,58.7623,"NAO","alkenone","alkenone",10290,90,90,"winterOnly","T","Temp12k","positive",10.803,11.026,9240,1280
"477","MD95_2043.Cacho.1999","T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides",-2.6212,36.1433,"MED","isotope","isotope",10984.44,197.8045,197.804999999999,"annual","T","Temp12k","positive",NA,17.759,7978.5,11847.24
"478","MD95_2043.Cacho.1999","T2L_MD95_2043_uk37_SST_from_uk37",-2.6212,36.1433,"MED","alkenone","alkenone",10984.44,92.1999999999998,92.1999999999998,"winterOnly","T","Temp12k","positive",NA,18.259,9758.92,11702.44
"479","MD95_2043.Cacho.1999","T2L_MD95_2043_mgca_bulloides_SST_from_mgca_bulloides",-2.6212,36.1433,"MED","Mg/Ca","Mg/Ca",2951.2,332,314.4,"annual","T","Temp12k","positive",NA,NA,2603,3670.524
"480","MD97_2120.Pahnke.2006","T2L_MD97_2120_d18o_bulloides_SST_from_d18o_bulloides",174.9308,-45.5344,"NZ","isotope","isotope",10025.45,123.630000000001,123.630000000001,"annual","T","Temp12k","positive",NA,9.207,11975.45,2410
"481","MD97_2120.Pahnke.2006","T2L_MD97_2120_mgca_bulloides_SST_from_mgca_bulloides",174.9308,-45.5344,"NZ","Mg/Ca","Mg/Ca",9901.82,569.867,510.1685,"annual","T","Temp12k","positive",NA,9.093,10374.63,1950
"482","MD97_2120.Pahnke.2006","T2L_MD97_2120_uk37_SST_from_uk37",174.9308,-45.5344,"NZ","alkenone","alkenone",10025.45,135.484,135.484,"annual","T","Temp12k","positive",NA,10.107,11480.91,5592.258
"483","MD97_2121.Pahnke.2006","T2L_MD97_2121_uk37_SST_from_uk37",177.99,-40.38,"NZ","alkenone","alkenone",8681.3,65.9000000000005,65.9000000000001,"annual","T","Temp12k","positive",NA,17.091,9007,11997.5
"484","MD97_2141.Rosenthal.2003","T2L_MD97_2141_d18o_ruber_SST_from_d18o_ruber",121.3,8.8,"SEA","isotope","isotope",7709,44.3099999999995,44.3099999999995,"annual","T","Temp12k","positive",NA,28.882,6908,11330.26
"485","MD97_2141.Rosenthal.2003","T2L_MD97_2141_mgca_ruber_SST_from_mgca_ruber",121.3,8.8,"SEA","Mg/Ca","Mg/Ca",7660.714,58.0214999999998,58.021999999999,"annual","T","Temp12k","positive",NA,29.914,9246.724,5253.6
"486","MD97_2146.Shintani.2011","T2L_MD97_2146_tex86_SST_from_tex86",117.384,20.117,"EAS","other biomarker","other biomarker",11713.046,229.855,219.400000000001,"annual","T","Temp12k","positive",28.305,28.326,550.136,11404.49
"487","MD97_2146.Shintani.2011","T2L_MD97_2146_uk37_SST_from_uk37",117.384,20.117,"EAS","alkenone","alkenone",11713.046,261.299999999999,261.299999999999,"annual","T","Temp12k","positive",28.3,27.644,4082.125,11905.37
"488","MD97_2151.Yamamoto.2013","T2L_MD97_2151_tex86_SST_from_tex86",109.869,8.728,"SEA","other biomarker","other biomarker",10760.468,376.9645,375.499,"annual","T","Temp12k","positive",28.921,29.642,4918.375,10580.47
"489","MD97_2151.Yamamoto.2013","T2L_MD97_2151_uk37_SST_from_uk37",109.869,8.728,"SEA","alkenone","alkenone",10760.468,378.434999999999,378.43,"annual","T","Temp12k","positive",29.581,27.265,3812.862,11715.78
"490","MD98_2161.Fan.2018","T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber",117.48,-5.21,"SEA","Mg/Ca","Mg/Ca",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k","positive",30.178,30.944,6773.1,11883
"491","MD98_2161.Fan.2018","T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber",117.48,-5.21,"SEA","isotope","isotope",11924.1,34.4000000000005,34.4000000000001,"annual","T","Temp12k","positive",30.287,30.192,4400.3,11801.2
"492","MD98_2165.Levi.2007","T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber",118.4,-9.65,"SEA","Mg/Ca","Mg/Ca",11161,209,209,"annual","T","Temp12k","positive",30.653,28.348,767,1595
"493","MD98_2176.Stott.2007","T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber",133.4447,-5.0031,"SEA","isotope","isotope",11596.3,43,43,"annual","T","Temp12k","positive",29.318,29.005,2651.8,8443.3
"494","MD98_2176.Stott.2007","T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber",133.4447,-5.0031,"SEA","Mg/Ca","Mg/Ca",11777.3,43,43,"annual","T","Temp12k","positive",30.983,32.164,6636.3,3609.5
"495","MD98_2178.Fan.2018","T2L_MD98_2178_mgca_ruber_SST_from_mgca_ruber",118.7,3.62,"SEA","Mg/Ca","Mg/Ca",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k","positive",NA,31.235,8501.5,10926.6
"496","MD98_2178.Fan.2018","T2L_MD98_2178_d18o_ruber_SST_from_d18o_ruber",118.7,3.62,"SEA","isotope","isotope",10353.1,24.3000000000002,24.2500000000005,"annual","T","Temp12k","positive",NA,30.158,7701.4,11635.4
"497","MD98_2181.Stott.2007","T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber",125.82,6.3,"SEA","isotope","isotope",11651.2,35.5,35.5,"annual","T","Temp12k","positive",29.499,29.152,1711.7,8388.9
"498","MD98_2181.Stott.2007","T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber",125.82,6.3,"SEA","Mg/Ca","Mg/Ca",11656.4,39,39,"annual","T","Temp12k","positive",30.763,31.501,10416,53.5
"499","MD98_2188.Dang.2012","RVW8LmOBhyk",123.49,14.82,"SEA","Mg/Ca","Mg/Ca",11910,70,70,"summerOnly","T","Temp12k","positive",28.682,28.95,5110,11890
"500","MD98_2195.Ijiri.2005","T2L_MD98_2195_uk37_SST_from_uk37",128.9438,31.6388,"EAS","alkenone","alkenone",11624,156,155.5,"annual","T","Temp12k","positive",24.016,23.437,9128,11342
"501","MD98_2195.Ijiri.2005","T2L_MD98_2195_tex86_SST_from_tex86",128.9438,31.6388,"EAS","other biomarker","other biomarker",11540,470,465,"annual","T","Temp12k","positive",21.175,20.124,1470,11160
"502","MD99_2251.Farmer.2008","T2L_MD99_2251_mgca_bulloides_SST_from_mgca_bulloides",-27.9078,57.4478,"NAO","Mg/Ca","Mg/Ca",11430,70,70,"annual","T","Temp12k","positive",13.717,11.5,910,10380
"503","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_uk37_SST_from_uk37",-20.8632,66.6413,"GIC","alkenone","alkenone",10982,53,53,"winterOnly","T","Temp12k","positive",9.329,9.746,10799,11388
"504","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_mgca_pachyderma_SST_from_mgca_pachyderma",-20.8632,66.6413,"GIC","Mg/Ca","Mg/Ca",9306.409,56.2,56.0875000000002,"annual","T","Temp12k","positive",4.207,6.052,2191.8,216.462
"505","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_d18o_pachyderma_SST_from_d18o_pachyderma",-20.8632,66.6413,"GIC","isotope","isotope",11363.196,51.4569999999994,51.4740000000002,"annual","T","Temp12k","positive",6.617,7.729,1293.8,11206.7
"506","MD99_2339.Eynaud.2009","T2L_MD99_2339_d18o_bulloides_SST_from_d18o_bulloides",-7.5278,35.8855,"MED","isotope","isotope",10779,332.9,332.9,"annual","T","Temp12k","positive",20.281,19.719,7352.4,11672.8
"507","MD99_2341.Eynaud.2009","T2L_MD99_2341_d18o_bulloides_SST_from_d18o_bulloides",-7.0657,36.3892,"MED","isotope","isotope",10775,92,92,"annual","T","Temp12k","positive",NA,22.711,1143,8818
"508","MD99-2227.deVernal.2013","PYTOD9Z2SMD",-48.373,58.2107,"GIC","other microfossil","other microfossil",9094.11,62.5,62,"annual","T","Temp12k","positive",6.895,5.729,6037.2,8321.1
"509","MD99-2256.Jennings.2015","LPD6e872195",-24.2067,64.3032,"GIC","other microfossil","other microfossil",11062.78,81.1999999999998,91,"summerOnly","T","Temp12k","positive",12.407,13.975,9576.4,11068
"510","MD99-2266.Moossen.2015","LPD8d94d24a",-23.2655,66.2295,"GIC","alkenone","alkenone",10434,25,25,"annual","T","Temp12k","positive",9.636,11.847,7336,1165
"511","MD99-2269.Justwan.2008","PYTRM8XIQ8J",-20.85,66.85,"GIC","other microfossil","other microfossil",11437,30.1999999999998,30.1999999999998,"summerOnly","T","Temp12k","positive",8.633,9.096,6426.4,11198
"512","MD99-2284.Risebrobakken.2009","PYTE06JD9X4",0.9667,62.3667,"NEU","other microfossil","other microfossil",10998.184,24.3050000000003,24.3050000000003,"annual","T","Temp12k","positive",11.64,8.569,3531.353,11973.646
"513","MD99-2322.Jennings.2011","PYTMDYO5TUV",-30.8278,67.1363,"GIC","other microfossil","other microfossil",11555.83,104.4,104.9,"summerOnly","T","Temp12k","positive",4.449,5.211,10246,2647.7
"514","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_mgca_ruber_SST_from_mgca_ruber",-83.6083,7.8558,"SCA","Mg/Ca","Mg/Ca",11419,195,195,"annual","T","Temp12k","positive",27.31,28.011,7488,8659
"515","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_uk37_SST_from_uk37",-83.6083,7.8558,"SCA","alkenone","alkenone",9596,488,488,"annual","T","Temp12k","positive",NA,28.564,2315,11911
"516","ME0005A_43JC.Benway.2006","T2L_ME0005A_43JC_d18o_ruber_SST_from_d18o_ruber",-83.6083,7.8558,"SCA","isotope","isotope",11054,195,195,"annual","T","Temp12k","positive",26.359,26.191,4138,11292
"517","Medvedevskoe.Nazarova.2018","R7YTiLNN0tn",29.8992,60.5309,"NEU","chironomid","chironomid",11734.3,283.4,283.4,"summerOnly","T","Temp12k","positive",13.934,14.607,7483.94,10884.2
"518","MeerfelderMaar.Litt.2009","Rfe0do1gMXq",6.75,50.1,"WCE","pollen","pollen",10827,20,20,"annual","T","Temp12k","positive",0.141,-0.114,6340,10990
"519","Mendota.Winkler.1986","M2Lgco71n3sP",-89.42,43.1,"ENA","pollen","pollen",10215,334,334,"annual","T","Temp12k","positive",7.801,7.418,3125,8800
"520","Menez-Cam.VanZeist.1964","R83f1LHfRjQ",-3.5,48.25,"WCE","pollen","pollen",4980.82,107.29,107.29,"annual","T","Temp12k","positive",10.089,NA,696.37,2861.31
"521","MiddenCluster1.Harbert.2018","WEBa31332021",-110.1304,37.9049,"WNA","biophysical","biophysical",11174,27,27,"annual","T","Temp12k","positive",11.777,11.621,0,8007
"522","MiddenCluster2.Harbert.2018","WEBa31332022",-115.1879,36.3806,"WNA","biophysical","biophysical",11746,94.5,97,"annual","T","Temp12k","positive",14.966,18.25,1224,11617
"523","MiddenCluster3.Harbert.2018","WEBa31332023",-108.0819,36.0589,"WNA","biophysical","biophysical",7568,325,308,"annual","T","Temp12k","positive",11.743,11.801,1870,7568
"524","MiddenCluster4.Harbert.2018","WEBa31332024",-112.7451,43.6488,"WNA","biophysical","biophysical",6645,317.5,329,"annual","T","Temp12k","positive",9.147,7.48,0,6472
"525","MiddenCluster5.Harbert.2018","WEBa31332025",-106.0203,32.4659,"NCA","biophysical","biophysical",7670,105.5,87,"annual","T","Temp12k","positive",12.353,NA,1287,380
"526","MiddenCluster6.Harbert.2018","WEBa31332026",-106.0203,32.4659,"NCA","biophysical","biophysical",11403,172,178.5,"annual","T","Temp12k","positive",16.486,NA,3975,11241
"527","MiddenCluster7.Harbert.2018","WEBa31332027",-116.0048,34.1548,"WNA","biophysical","biophysical",10000,197,194,"annual","T","Temp12k","positive",NA,16.114,3335,10510
"528","MiddenCluster8.Harbert.2018","WEBa31332028",-109.0977,32.3106,"NCA","biophysical","biophysical",7596,93,93,"annual","T","Temp12k","positive",20.442,15.126,2359,7740
"529","MiddenCluster9.Harbert.2018","WEBa31332029",-115.5548,31.6387,"NCA","biophysical","biophysical",11361,190,172.5,"annual","T","Temp12k","positive",21.305,21.5,6165,8999
"530","MilandreCave.Affolter.2019","RTdDwazy1bI",7.02,47.49,"WCE","isotope","isotope",11844.5,35,36.5,"annual","T","Temp12k","positive",8.021,8.183,9587.5,11976
"531","MinnetonkaCave.Lundeen.2013","GH250fcb25",-111.5187,42.088,"WNA","isotope","isotope",11114.595,6.80199999999968,6.79549999999989,"winterOnly","T","Temp12k","positive",-15.279,-15.511,10246.39,11045.997
"532","MireSaviku.Sarv.1975","Rjo3neVs3tA",27.23,58.4,"NEU","pollen","pollen",10529.61,156.299999999999,156.45,"annual","T","Temp12k","positive",5.444,3.845,655.37,8743.97
"533","MittlereHellelen.Welten.1982","R4ZD9cQexvE",7.84,46.28,"WCE","pollen","pollen",10739.15,156.650000000001,152.645,"annual","T","Temp12k","positive",3.813,3.412,10598.57,5523.16
"534","MLake.Ritchie.1977","M2L1es9v20zP",-133.47,68.27,"NWN","pollen","pollen",10699,102.5,110,"annual","T","Temp12k","positive",-3.008,-3.161,1392,1212
"535","Moanatuatua.Jara.2017","WEB9af63008",175.37,-37.92,"NZ","pollen","pollen",11852.2,101.6,101.55,"annual","T","Temp12k","positive",14.033,14.068,5726.5,11905.9
"536","Mohawk.Webb.1986","M2Ln2l8gcheP",-73.29,41.82,"ENA","pollen","pollen",10672,307,307,"annual","T","Temp12k","positive",8.268,8.909,4508,10103
"537","MonheganIslandMeadow.Bostwick.1978","M2Ld2ou4usrP",-69.3,43.77,"ENA","pollen","pollen",10752,185.95,177,"annual","T","Temp12k","positive",5.554,5.673,200,10802
