TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
lcRKSAUVxPgaePuZst2,github.com/nickmckay/LegacyClimate2LiPD,PenegorLake.Calcote.2003,Penegor Lake,North America>United States Of America>Michigan,46.6151,-88.8604,437,2003,"Calcote, R.","Mid-Holocene climate and the hemlock decline: the range limit of Tsuga canadensis in the western Great Lakes region, USA.",The Holocene,215-224.,2,13,10.1191/0959683603hl608rp,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Small deep kette Lake.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,844.6,positive,-40,9620,230,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRvritbAe2VIgKOqdD,github.com/nickmckay/LegacyClimate2LiPD,PepelnoyeLake.Anderson.2002,Pepel'noye Lake,Europe>Eastern Europe>Russian Federation,59.85,150.6167,115,2002,"Anderson, P.M. and Lozhkin, A.V.",Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database).,North East Science Center,,,,"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",10.5194/essd-2022-38,https://doi.pangaea.de/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: tectonic depression. Surrounding vegetation: Larix dahurica forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,293.6,positive,0,4450,210,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRyOxxsKid1XcvzymT,github.com/nickmckay/LegacyClimate2LiPD,PerchLake.author.1111,Perch Lake,North America>Canada>Manitoba,51.6514,-100.8989,701,,,,,,,,noPubOnRecord,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Small kettle lake. Physiography: Duck Mountain, Manitoba Escarpment. Surrounding vegetation: Picea, Populus.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,528.7133333,positive,-20,6060,120,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRRqRFtDSjDLix1iIj,github.com/nickmckay/LegacyClimate2LiPD,PerchLake.Richard.2003,Perch Lake,North America>Canada>Ontario,46.03,-77.34,160,,,,,,,,noPubOnRecord,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Small kettle lake. Physiography: Duck Mountain, Manitoba Escarpment. Surrounding vegetation: Picea, Populus.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,835.9434783,positive,-10,11480,170,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR5wlXV7Ib9meGHUvV,github.com/nickmckay/LegacyClimate2LiPD,Petiville.Lespez.2010,Petiville,Europe>Western Europe>France,49.2333,-0.1667,2,2010,"Lespez, L., Clet-Pellerin, M., Davidson, R., Hermier, G., Carpentier, V. and Cador, J.M.",Middle to Late Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France).,Quaternary International,23-40.,,,"Lespez, L., Clet-Pellerin, M., Davidson, R., Hermier, G., Carpentier, V. and Cador, J.M., 2010. Middle to Late Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France). Quaternary International, 216(1-2), pp.23-40.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Marsh. Physiography: Dives estuary. Surrounding vegetation: cultivated fields.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,804.8,positive,590,6390,290,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRdekBibnGPZWFuw3R,github.com/nickmckay/LegacyClimate2LiPD,Peyrelevade.Guenet.1993,Peyrelevade,Europe>Western Europe>France,45.7075,2.0467,780,1993,"Guenet, P.","Analyses pollenanalytique en Artense et sur le plateau de Millevaches (Massif Central, France).",Palynosciences,79-108 (in French).,,,"Guenet, P., 1993. Analyses pollenanalytique en Artense et sur le plateau de Millevaches (Massif Central, France). Palynosciences, 2, pp.79-108 (in French).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Bog. Physiography: plateau. Surrounding vegetation: pasture and forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,949.7867925,positive,3370,8180,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR0cQFsdRLXKqrAyHT,github.com/nickmckay/LegacyClimate2LiPD,Peyrepeatbog.Surmely.2009,Peyre peat-bog,Europe>Western Europe>France,44.9603,2.7189,1100,2009,"Surmely, F., Miras, Y., Guenet, P., Nicolas, V., Savignat, A., Vanniere, B., Walter-Simonnet, A.V., Servera, G. and Tzortzis, S.",Occupation and land-use history of a medium mountain from the Mid-Holocene: A multidisciplinary study performed in the South Cantal (French Massif Central).,Comptes Rendus Palevol,737-748.,,,"Surmely, F., Miras, Y., Guenet, P., Nicolas, V., Savignat, A., Vanniere, B., Walter-Simonnet, A.V., Servera, G. and Tzortzis, S., 2009. Occupation and land-use history of a medium mountain from the Mid-Holocene: A multidisciplinary study performed in the South Cantal (French Massif Central). Comptes Rendus Palevol, 8(8), pp.737-748.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Peat bog. Physiography: wide triangular volcanic plateau. Surrounding vegetation: bogs and cultivated fields,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1037.064234,positive,310,13980,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRAwlfFkCrGR9UHhR0,github.com/nickmckay/LegacyClimate2LiPD,PillonGsteigDiablerets.vanderKnaap.1997,Pillon Gsteig-Diablerets,Europe>Western Europe>Switzerland,46.3597,7.1986,1686,1997,"van der Knaap, W.O. and Ammann, B.",Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base.,Revue de Paleobiologie,433-480.,2,16,"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,SW-exposed mire in depression on slope. Physiography: Mountain. Surrounding vegetation: Grassland and forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1123.245283,positive,-10,11740,215,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRxYkfnmGyTUcGxwaM,github.com/nickmckay/LegacyClimate2LiPD,PodkovaLake.Anderson.2002,Podkova Lake,Europe>Eastern Europe>Russian Federation,59.95,152.1,660,2002,"Anderson, P.M. and Lozhkin, A.V.",Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database).,North East Science Center,,,,"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Kettle lake. Physiography: recessional moraine complex, mt. valley. Surrounding vegetation: Larix dahurica forest.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,313.9357143,positive,-20,6180,250,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRLarbP2pT7p0Kh393,github.com/nickmckay/LegacyClimate2LiPD,PointEscuminac.Warner.1991Legacy,Point Escuminac,Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence,47.075,-64.8,6,1991,"Warner, B.G., Tolonen, K. and Tolonen, M.","A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick.",Canadian Journal of Earth Sciences,1572-1582.,10,28,10.1139/e91-141,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,"Coastal peat cliffs, ombrotrophic bog. Physiography: level peatland.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1016.044444,positive,-50,12770,110,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRuSyi5hCNJTteCp9X,github.com/nickmckay/LegacyClimate2LiPD,PolandSpringPond.author.1111,Poland Spring Pond,North America>United States Of America>Maine,44.0333,-70.35,94,,,,,,,,noPubOnRecord,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Kettle lake in esker complex. Physiography: esker complex. Surrounding vegetation: white pine, northern hardwoods.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1046.1875,positive,-50,15040,310,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRqJaATpL5MyXOSWlJ,github.com/nickmckay/LegacyClimate2LiPD,Popradskepleso.Carter.2020,Popradske pleso,Europe>Eastern Europe>Slovakia,49.1534,20.0797,1513,2006,"Rybnickova, E. and Rybnicek, K.","Pollen and macroscopic analyses of sediments from two lakes in the High Tatra mountains, Slovakia.",Vegetation history and archaeobotany,345-356.,4,15,"Rybnickova, E. and Rybnicek, K., 2006. Pollen and macroscopic analyses of sediments from two lakes in the High Tatra mountains, Slovakia. Vegetation history and archaeobotany, 15(4), pp.345-356.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Lake. Physiography: Glacial mountain lake. Surrounding vegetation: Picea, Pinus, Juniperus. Vegetation formation: Alpine forest.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,736.2118056,positive,-70,9910,70,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRUQ1m96u3O9luI7xs,github.com/nickmckay/LegacyClimate2LiPD,PorcupineMountain.Nichols.1969,Porcupine Mountain,North America>Canada>Manitoba,52.5063,-101.6299,640,1969,"Nichols, H.","The late Quaternary history of vegetation and climate at Porcupine Mountain and Clearwater Bog, Manitoba.",Arctic and Alpine Research,155-167.,3,1,10.2307/1550287,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,"Site is in a peat-filled kettle hole. Surrounding vegetation: Closed forest of Picea mariana and P. glauca, with the peat surface being dominated by living Sphagnum, Ledum groenlandicum, Rubus chaemaemorus, and Polytrichum.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,498.6577778,positive,-60,8050,150,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRgtf9Ln8RKEI2yOtw,github.com/nickmckay/LegacyClimate2LiPD,PortdesLamberts.JouffroyBapicot.2010,Port des Lamberts,Europe>Western Europe>France,46.9608,4.0106,710,2010,"Jouffroy-Bapicot, I.",Evolution de la vegetation du massif du Morvan (Bourgogne-France) depuis la derniere glaciation a partir de l'analyse pollinique.,Variations climatiques et impact des activites anthropiques. Doctoral dissertation. Universite de Franche-Comte,,,,"Jouffroy-Bapicot, I., 2010. Evolution de la vegetation du massif du Morvan (Bourgogne-France) depuis la derniere glaciation a partir de l'analyse pollinique. Variations climatiques et impact des activites anthropiques. Doctoral dissertation. Universite de Franche-Comte, Besancon, France.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Soligenous bog. Physiography: granitic arena on hilly Morvan. Surrounding vegetation: pastures and forest (beech and conifers).,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,904.0740741,positive,-10,4020,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRkG0lQReBtqqtv67P,github.com/nickmckay/LegacyClimate2LiPD,PortLaCroix.Delalande.2004,Port-La-Croix,Atlantic Ocean>North Atlantic Ocean,47.3353,-2.8742,1,2004,"Delalande, C., Joly, C. and Visset, L.","Evolution du paysage vegetal insulaire d'Hoedic (Morbihan), du Neolithique moyen a la periode contemporaine.",Bulletin de l'AMARAI,17-31 (in French).,,,"Delalande, C., Joly, C. and Visset, L., 2004. Evolution du paysage vegetal insulaire d'Hoedic (Morbihan), du Neolithique moyen a la periode contemporaine. Bulletin de l'AMARAI, (17), pp.17-31 (in French).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Peat bog. Physiography: tidal flat. Surrounded vegetation: shrubs and bogs,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,829.9536585,positive,2010,8180,120,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRn9aSHXGGzcKzx6ks,github.com/nickmckay/LegacyClimate2LiPD,PortMcNeillBog.Lacourse.2015,Port McNeill Bog,North America>Canada>British Columbia,50.5725,-127.0722,93,2015,"Lacourse, T. and Davies, M.A.","A multi-proxy peat study of Holocene vegetation history, bog development, and carbon accumulation on northern Vancouver Island, Pacific coast of Canada.",the Holocene,1165-1178.,7,25,10.1177/0959683615580201,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Bog,pollen,pollen,"Flat ombrotrophic bog along a roadside; surface vegetation dominated by ericaceous shrubs, Sphagnum capillifolium and Sphagnum fuscum. Open Pinus contorta bog-woodland surrounds the bog",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2466.436364,positive,-20,10480,150,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRSIAYzn1UZ8xPJ3S8,github.com/nickmckay/LegacyClimate2LiPD,PosyetBay.Anderson.2002,Pos'yet Bay,Pacific Ocean>North Pacific Ocean>Sea Of Japan,42.6333,130.8,-19,2002,"Anderson, P.M. and Lozhkin, A.V.",Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database).,North East Science Center,,,,"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Ocean,pollen,pollen,Marine core on shallow shelf. Physiography: offshore shelf. Surrounding vegetation: none.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,815.837931,positive,250,9730,300,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRJlCjZwuQR3YuWbou,github.com/nickmckay/LegacyClimate2LiPD,PosyLake.Shafer.1989,Posy Lake,North America>United States Of America>Utah,37.9375,-111.696,2653,1989,"Shafer, D.S.",The timing of late Quaternary monsoon precipitation maxima in the southwest United States.,Doctoral dissertation. University of Arizona,,,,"Shafer, D.S., 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Small lake on glacial deposits. Physiography: Aquarius plateau. Surrounding vegetation: transition zone between lower elevation pinyon-juniper forest and higher elevation Pinus ponderosa, Pseudotsuga menziesii, Populus tremuloides, and occasional Pinus edulis occur around the lake.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,475.7384615,positive,-40,9320,310,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRSStFaSeFOqOIyhF7,github.com/nickmckay/LegacyClimate2LiPD,PoteryannyZub.Gervais.2002,Poteryanny Zub,Europe>Eastern Europe>Russian Federation,68.8267,35.3282,131,2002,"Gervais, B.R., MacDonald, G.M., Snyder, J.A. and Kremenetski, C.V.",Pinus sylvestris treeline development and movement on the Kola Peninsula of Russia: pollen and stomate evidence.,Journal of Ecology,627-638.,4,90,"Gervais, B.R., MacDonald, G.M., Snyder, J.A. and Kremenetski, C.V., 2002. Pinus sylvestris treeline development and movement on the Kola Peninsula of Russia: pollen and stomate evidence. Journal of Ecology, 90(4), pp.627-638.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: glaciofluviatil deposit. Surrounding vegetation: birch forest tundra.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,619.0411111,positive,10,11870,110,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRQEo5xRqxm1FHTnjL,github.com/nickmckay/LegacyClimate2LiPD,Prasilskejezero.Carter.2018,Prasilske jezero,Europe>Eastern Europe>Czech Republic,49.0752,13.4001,1079,2018,"Carter, V.A., Moravcova, A., Chiverrell, R.C., Clear, J.L., Finsinger, W., Dreslerova, D., Halsall, K. and Kunes, P.",Holocene-scale fire dynamics of central European temperate spruce-beech forests.,Quaternary Science Reviews,15-30.,,,"Carter, V.A., Moravcova, A., Chiverrell, R.C., Clear, J.L., Finsinger, W., Dreslerova, D., Halsall, K. and Kunes, P., 2018. Holocene-scale fire dynamics of central European temperate spruce-beech forests. Quaternary Science Reviews, 191, pp.15-30.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Glacial cirque lake.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,857.7862245,positive,-50,11380,50,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRLpciyNbjmQJsUyx8,github.com/nickmckay/LegacyClimate2LiPD,PrazRodet.vanderKnaap.2000,Praz Rodet,Europe>Western Europe>Switzerland,46.5667,6.1736,1040,2000,"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B.","Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories.",Review of Palaeobotany and Palynology,85-142.,2-Jan,108,"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Bog,pollen,pollen,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1126.076563,positive,-60,14810,50,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRXgw2jUvAhsHjUM0v,github.com/nickmckay/LegacyClimate2LiPD,PrestonLake.author.1111,Preston Lake,North America>Canada>Ontario,43.9869,-79.3794,320,,,,,,,,noPubOnRecord,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,NA,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,960.7219512,positive,-60,4100,120,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRPJLdE7kvEsaM11zp,github.com/nickmckay/LegacyClimate2LiPD,PrettyLake.Williams.1974,Pretty Lake,North America>United States Of America>Indiana,41.5831,-85.25,294,1974,"Williams, A.S.","Late-glacial-postglacial vegetational history of the Pretty Lake region, northeastern Indiana.",In: U.S. Geological Survey Professional Paper 686-B. U.S. Government Printing Office,,,,"Williams, A.S., 1974. Late-glacial-postglacial vegetational history of the Pretty Lake region, northeastern Indiana. In: U.S. Geological Survey Professional Paper 686-B. U.S. Government Printing Office, Washington DC, USA.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Kettle lake. Physiography: broad (Dekalb)lowland of moderate relief. Surrounding vegetation: cultivation/Quercus/Carya/Acer/Populus.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,902.127907,positive,-40,15280,235,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
WEB-cff14-bd3c-4764-98e8-65981,lipd.net,PS009PC.Hennekam.2014,PS009PC,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,32.1283,34.4067,-552,2014,"Hennekam, Rick",Solar forcing of Nile discharge and sapropel S1 formation in the early to middle Holocene eastern Mediterranean,Paleoceanography,343-356,5,29,10.1002/2013PA002553,,https://doi.org/10.1594/PANGAEA.875639,,MarineSediment,isotope,d18O,,PDB,,"""d18Oruber record appears to be dominated by Nile disharge rather than basin-scale salinity/temperature change""",d18O,permil,,P-E,runoff@basin,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,,negative,-20,12940,40,,,TRUE,,,,
lcRXeS1uiNXjSVoWBAi,github.com/nickmckay/LegacyClimate2LiPD,Punso.author.1111,Punso,Europe>Northern Europe>Estonia,57.6848,27.2595,183,,,,,,,,noPubOnRecord,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake close to Kirikumae. Physiography: rolling stagnation moraine. Surrounding vegetation: pines and spruce.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,625.8894737,positive,-40,8720,250,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRhVCufSo9bBzCcMnH,github.com/nickmckay/LegacyClimate2LiPD,PurTazPeatland.Peteet.1998,Pur-Taz Peatland,Europe>Eastern Europe>Russian Federation,66.7,79.7333,50,1998,"Peteet, D.M., Andreev, A.A., Bardeen, W. and Mistretta, F.","Long-term Arctic peatland dynamics, vegetation and climate history of the Pur-Taz region, western Siberia.",Boreas,115-126.,2,27,"Peteet, D.M., Andreev, A.A., Bardeen, W. and Mistretta, F., 1998. Long-term Arctic peatland dynamics, vegetation and climate history of the Pur-Taz region, western Siberia. Boreas, 27(2), pp.115-126.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Peat bank along thermokarst lake. Physiography: extensive low-elevation peatlands. Surrounding vegetation: open Larix forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,460.7642857,positive,4780,10420,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRFwmvdHIkgsOK2MM5,github.com/nickmckay/LegacyClimate2LiPD,PusciznaRekowianska.Obidowicz.1993Legacy,Puscizna Rekowianska,Europe>Eastern Europe>Poland,49.4727,19.8113,656,1993,"Obidowicz, A.",Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years].,Dokumentacja Geograficzna,31-43 (in Polish).,,,"Obidowicz, A., 1993. Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]. Dokumentacja Geograficzna, 4, pp.31-43 (in Polish).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Bog,pollen,pollen,"Raised bog. Physiography: on Pleistocene fluvioglacial grave. Surrounding vegetation: fields, meadows, forest fragments.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,916.1184211,positive,-50,10320,130,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRWbi6ote22iM1anRL,github.com/nickmckay/LegacyClimate2LiPD,PyattsLake.Mustaphi.2014,Pyatts Lake,North America>Canada>British Columbia,49.4697,-115.7696,1080,2014,"Mustaphi, C.J.C. and Pisaric, M.F.",A classification for macroscopic charcoal morphologies found in Holocene lacustrine sediments.,Progress in Physical Geography,734-754.,6,38,10.1177/0309133314548886,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Surrounding vegetation: Interior douglas fir forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,635.3842105,positive,70,6900,395,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR5p1vTbyYhjbhn154,github.com/nickmckay/LegacyClimate2LiPD,PyeLake.Mott.2009,Pye Lake,North America>Canada>Nova Scotia,44.9759,-62.0906,9,2009,"Mott, R.J., Walker, I.R., Palmer, S.L. and Lavoie, M.","A late-glacial Holocene palaeoecological record from Pye Lake on the eastern shore of Nova Scotia, Canada.",Canadian Journal of Earth Sciences,637-650.,9,46,10.1139/E09-034,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"Bedrock basin (8m max) in glaciated area. Physiography: Glaciated terrain with low drumlins. Surrounding vegetation: Spruce-fir Coast Zone. Dominant species are Picea mariana and Abies balsamea, along with less abundant Picea glauca.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1112.288235,positive,-50,14070,230,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
pdRAD0OoGMqGUoHfFHZ,github.com/nickmckay/paleoDiver2lipd,PyramidLake.Benson.1990,Pyramid Lake,North America>United States Of America>Nevada,40.06,-119.56,1155,,,,,,,,Benson et al. (1990); Benson et al. (2002); Briggs et al. (2005); Adams et al. (2009); Broecker et al (2009),10.1029/2019GL086412,https://www.ncei.noaa.gov/access/paleo-search/study/28771,,Shoreline,lakeLevel,lakeLevel,LakeDeposits,,,,lakeLevel,m,abs,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1175.576923,positive,-50,28341,597.5,,,TRUE,CH,Marked by Liefert/Shuman compilation as primary timeseries and meets data standards (for lake levels),,
